Gene	COAD_cases	COAD_percent	READ_cases	READ_percent	Total_cases	Overall_percent
ZAN	27	6.30841	5	3.22581	32	5.48885
ZC3H18	27	6.30841	5	3.22581	32	5.48885
ZFYVE26	25	5.84112	7	4.51613	32	5.48885
ZNF521	22	5.14019	10	6.45161	32	5.48885
ABCC1	25	5.84112	6	3.87097	31	5.31732
ARID1B	27	6.30841	4	2.58065	31	5.31732
ATG2A	28	6.54206	3	1.93548	31	5.31732
C3	27	6.30841	4	2.58065	31	5.31732
CACNA1D	28	6.54206	3	1.93548	31	5.31732
CHD3	28	6.54206	3	1.93548	31	5.31732
CHL1	27	6.30841	4	2.58065	31	5.31732
CIC	29	6.7757	2	1.29032	31	5.31732
COL18A1	28	6.54206	3	1.93548	31	5.31732
COL4A5	25	5.84112	6	3.87097	31	5.31732
DENND4B	27	6.30841	4	2.58065	31	5.31732
DLGAP2	28	6.54206	3	1.93548	31	5.31732
DOCK10	24	5.60748	7	4.51613	31	5.31732
DOCK4	23	5.37383	8	5.16129	31	5.31732
KATNIP	27	6.30841	4	2.58065	31	5.31732
KDR	24	5.60748	7	4.51613	31	5.31732
LTBP2	29	6.7757	2	1.29032	31	5.31732
MIA3	27	6.30841	4	2.58065	31	5.31732
MRC1	25	5.84112	6	3.87097	31	5.31732
MTCL1	28	6.54206	3	1.93548	31	5.31732
MYLK	26	6.07477	5	3.22581	31	5.31732
NBAS	23	5.37383	8	5.16129	31	5.31732
NCAM2	22	5.14019	9	5.80645	31	5.31732
PCDHA3	26	6.07477	5	3.22581	31	5.31732
PCDHA5	23	5.37383	8	5.16129	31	5.31732
PCDHA9	23	5.37383	8	5.16129	31	5.31732
PCDHGA8	23	5.37383	8	5.16129	31	5.31732
PIK3R1	23	5.37383	8	5.16129	31	5.31732
PPFIA2	25	5.84112	6	3.87097	31	5.31732
PTPN14	25	5.84112	6	3.87097	31	5.31732
PTPRU	23	5.37383	8	5.16129	31	5.31732
RGS22	24	5.60748	7	4.51613	31	5.31732
ROCK1	23	5.37383	8	5.16129	31	5.31732
SCAF4	27	6.30841	4	2.58065	31	5.31732
SETBP1	26	6.07477	5	3.22581	31	5.31732
SOGA3	26	6.07477	5	3.22581	31	5.31732
SRRM2	28	6.54206	3	1.93548	31	5.31732
SULF1	24	5.60748	7	4.51613	31	5.31732
SZT2	24	5.60748	7	4.51613	31	5.31732
TPO	25	5.84112	6	3.87097	31	5.31732
WDR17	25	5.84112	6	3.87097	31	5.31732
WNK3	24	5.60748	7	4.51613	31	5.31732
ZEB2	21	4.90654	10	6.45161	31	5.31732
A2M	23	5.37383	7	4.51613	30	5.1458
ABCB1	24	5.60748	6	3.87097	30	5.1458
ALPK2	25	5.84112	5	3.22581	30	5.1458
AMOTL1	25	5.84112	5	3.22581	30	5.1458
ASCC3	26	6.07477	4	2.58065	30	5.1458
ATP8A2	24	5.60748	6	3.87097	30	5.1458
CACHD1	24	5.60748	6	3.87097	30	5.1458
CASZ1	25	5.84112	5	3.22581	30	5.1458
CCDC88A	23	5.37383	7	4.51613	30	5.1458
CD93	26	6.07477	4	2.58065	30	5.1458
CDH4	25	5.84112	5	3.22581	30	5.1458
CDON	25	5.84112	5	3.22581	30	5.1458
DIP2B	26	6.07477	4	2.58065	30	5.1458
DISP1	22	5.14019	8	5.16129	30	5.1458
DOCK9	22	5.14019	8	5.16129	30	5.1458
DOP1A	27	6.30841	3	1.93548	30	5.1458
DSP	26	6.07477	4	2.58065	30	5.1458
EML5	25	5.84112	5	3.22581	30	5.1458
EPHB1	22	5.14019	8	5.16129	30	5.1458
FANCM	24	5.60748	6	3.87097	30	5.1458
FSIP2	26	6.07477	4	2.58065	30	5.1458
GRM1	25	5.84112	5	3.22581	30	5.1458
HIVEP2	24	5.60748	6	3.87097	30	5.1458
JMJD1C	22	5.14019	8	5.16129	30	5.1458
KCNB1	26	6.07477	4	2.58065	30	5.1458
KCNH1	26	6.07477	4	2.58065	30	5.1458
KCNQ5	23	5.37383	7	4.51613	30	5.1458
KIAA1549	27	6.30841	3	1.93548	30	5.1458
KNL1	25	5.84112	5	3.22581	30	5.1458
LIFR	23	5.37383	7	4.51613	30	5.1458
LRFN5	24	5.60748	6	3.87097	30	5.1458
LRRIQ3	21	4.90654	9	5.80645	30	5.1458
LRRK1	24	5.60748	6	3.87097	30	5.1458
MAGI2	23	5.37383	7	4.51613	30	5.1458
MAP2K4	24	5.60748	6	3.87097	30	5.1458
MAP3K21	20	4.6729	10	6.45161	30	5.1458
MECOM	26	6.07477	4	2.58065	30	5.1458
MSH6	24	5.60748	6	3.87097	30	5.1458
NCAM1	24	5.60748	6	3.87097	30	5.1458
NLGN4X	24	5.60748	6	3.87097	30	5.1458
NRAP	25	5.84112	5	3.22581	30	5.1458
PCDHA4	24	5.60748	6	3.87097	30	5.1458
PCDHGB3	22	5.14019	8	5.16129	30	5.1458
PIKFYVE	24	5.60748	6	3.87097	30	5.1458
PLCE1	24	5.60748	6	3.87097	30	5.1458
PREX1	24	5.60748	6	3.87097	30	5.1458
RUNX1T1	19	4.43925	11	7.09677	30	5.1458
SAMD9L	23	5.37383	7	4.51613	30	5.1458
SLIT2	23	5.37383	7	4.51613	30	5.1458
SLITRK2	23	5.37383	7	4.51613	30	5.1458
SMARCA4	25	5.84112	5	3.22581	30	5.1458
TANC2	27	6.30841	3	1.93548	30	5.1458
TEAD2	30	7.00935	0	0	30	5.1458
TET3	27	6.30841	3	1.93548	30	5.1458
TNKS2	25	5.84112	5	3.22581	30	5.1458
TTK	25	5.84112	5	3.22581	30	5.1458
VWA8	23	5.37383	7	4.51613	30	5.1458
WWC3	25	5.84112	5	3.22581	30	5.1458
YTHDC2	27	6.30841	3	1.93548	30	5.1458
ZNF318	26	6.07477	4	2.58065	30	5.1458
ZNF462	24	5.60748	6	3.87097	30	5.1458
ADAMTS5	25	5.84112	4	2.58065	29	4.97427
ADCY1	23	5.37383	6	3.87097	29	4.97427
ANKHD1-EIF4EBP3	23	5.37383	6	3.87097	29	4.97427
ARHGAP35	25	5.84112	4	2.58065	29	4.97427
ARHGAP5	24	5.60748	5	3.22581	29	4.97427
ASXL1	25	5.84112	4	2.58065	29	4.97427
BDP1	26	6.07477	3	1.93548	29	4.97427
BIVM-ERCC5	24	5.60748	5	3.22581	29	4.97427
BRWD1	23	5.37383	6	3.87097	29	4.97427
CACNA1S	23	5.37383	6	3.87097	29	4.97427
CFAP47	21	4.90654	8	5.16129	29	4.97427
CFAP65	26	6.07477	3	1.93548	29	4.97427
CHD1	25	5.84112	4	2.58065	29	4.97427
CNTN4	23	5.37383	6	3.87097	29	4.97427
CNTN5	23	5.37383	6	3.87097	29	4.97427
CYLC1	20	4.6729	9	5.80645	29	4.97427
DDX60L	24	5.60748	5	3.22581	29	4.97427
DLGAP3	26	6.07477	3	1.93548	29	4.97427
DOCK1	24	5.60748	5	3.22581	29	4.97427
DOCK11	24	5.60748	5	3.22581	29	4.97427
EIF3A	25	5.84112	4	2.58065	29	4.97427
ELOA2	26	6.07477	3	1.93548	29	4.97427
FREM1	23	5.37383	6	3.87097	29	4.97427
HDLBP	23	5.37383	6	3.87097	29	4.97427
HEATR5B	23	5.37383	6	3.87097	29	4.97427
KCNA5	24	5.60748	5	3.22581	29	4.97427
KCNQ3	23	5.37383	6	3.87097	29	4.97427
KCNT2	21	4.90654	8	5.16129	29	4.97427
KDM2B	24	5.60748	5	3.22581	29	4.97427
KIAA1549L	24	5.60748	5	3.22581	29	4.97427
KIDINS220	25	5.84112	4	2.58065	29	4.97427
KSR2	26	6.07477	3	1.93548	29	4.97427
LAMC3	27	6.30841	2	1.29032	29	4.97427
MCF2	24	5.60748	5	3.22581	29	4.97427
MED13	23	5.37383	6	3.87097	29	4.97427
MON2	25	5.84112	4	2.58065	29	4.97427
MUC4	25	5.84112	4	2.58065	29	4.97427
MUC6	23	5.37383	6	3.87097	29	4.97427
MYH15	24	5.60748	5	3.22581	29	4.97427
MYOM2	21	4.90654	8	5.16129	29	4.97427
NES	25	5.84112	4	2.58065	29	4.97427
NID2	23	5.37383	6	3.87097	29	4.97427
NPHS1	24	5.60748	5	3.22581	29	4.97427
PCDHA7	25	5.84112	4	2.58065	29	4.97427
PCDHGA2	23	5.37383	6	3.87097	29	4.97427
PCDHGA5	27	6.30841	2	1.29032	29	4.97427
PHF20L1	26	6.07477	3	1.93548	29	4.97427
PIK3C2G	25	5.84112	4	2.58065	29	4.97427
PLEKHG4B	20	4.6729	9	5.80645	29	4.97427
PLXNA2	24	5.60748	5	3.22581	29	4.97427
PLXNA3	23	5.37383	6	3.87097	29	4.97427
PLXNB1	28	6.54206	1	0.645161	29	4.97427
PLXNB2	25	5.84112	4	2.58065	29	4.97427
POLD1	26	6.07477	3	1.93548	29	4.97427
RALGAPA1	25	5.84112	4	2.58065	29	4.97427
RGS12	29	6.7757	0	0	29	4.97427
SCAPER	22	5.14019	7	4.51613	29	4.97427
SIGLEC1	22	5.14019	7	4.51613	29	4.97427
SMAD2	22	5.14019	7	4.51613	29	4.97427
SMC1B	23	5.37383	6	3.87097	29	4.97427
SPART	20	4.6729	9	5.80645	29	4.97427
THBS2	25	5.84112	4	2.58065	29	4.97427
TMEM132B	24	5.60748	5	3.22581	29	4.97427
TNIK	21	4.90654	8	5.16129	29	4.97427
TOGARAM2	26	6.07477	3	1.93548	29	4.97427
TOP2B	25	5.84112	4	2.58065	29	4.97427
TRIP11	20	4.6729	9	5.80645	29	4.97427
TRPA1	25	5.84112	4	2.58065	29	4.97427
TRPC3	25	5.84112	4	2.58065	29	4.97427
UTP20	26	6.07477	3	1.93548	29	4.97427
XYLT2	28	6.54206	1	0.645161	29	4.97427
ZBED9	20	4.6729	9	5.80645	29	4.97427
ZNF646	24	5.60748	5	3.22581	29	4.97427
ZNF835	26	6.07477	3	1.93548	29	4.97427
ABCA10	21	4.90654	7	4.51613	28	4.80274
ABCA6	22	5.14019	6	3.87097	28	4.80274
ABCA7	25	5.84112	3	1.93548	28	4.80274
ABCB5	20	4.6729	8	5.16129	28	4.80274
ACVR1B	26	6.07477	2	1.29032	28	4.80274
AFF3	24	5.60748	4	2.58065	28	4.80274
ANKRD12	22	5.14019	6	3.87097	28	4.80274
ARFGEF2	23	5.37383	5	3.22581	28	4.80274
ARMC4	23	5.37383	5	3.22581	28	4.80274
ATAD5	24	5.60748	4	2.58065	28	4.80274
AUTS2	22	5.14019	6	3.87097	28	4.80274
B2M	23	5.37383	5	3.22581	28	4.80274
BICRA	26	6.07477	2	1.29032	28	4.80274
BLM	24	5.60748	4	2.58065	28	4.80274
BPTF	22	5.14019	6	3.87097	28	4.80274
CD163	23	5.37383	5	3.22581	28	4.80274
CFAP43	22	5.14019	6	3.87097	28	4.80274
CLUH	27	6.30841	1	0.645161	28	4.80274
CNTN1	23	5.37383	5	3.22581	28	4.80274
CTNND2	21	4.90654	7	4.51613	28	4.80274
DCAF12L2	20	4.6729	8	5.16129	28	4.80274
DCDC1	22	5.14019	6	3.87097	28	4.80274
DIP2C	25	5.84112	3	1.93548	28	4.80274
DNAJC13	23	5.37383	5	3.22581	28	4.80274
EPB41L3	25	5.84112	3	1.93548	28	4.80274
EPHA6	22	5.14019	6	3.87097	28	4.80274
ERBB3	22	5.14019	6	3.87097	28	4.80274
FAM47A	21	4.90654	7	4.51613	28	4.80274
FBXL7	22	5.14019	6	3.87097	28	4.80274
HCN4	25	5.84112	3	1.93548	28	4.80274
HEATR1	22	5.14019	6	3.87097	28	4.80274
HFM1	23	5.37383	5	3.22581	28	4.80274
HTT	24	5.60748	4	2.58065	28	4.80274
IGSF1	21	4.90654	7	4.51613	28	4.80274
IRS1	23	5.37383	5	3.22581	28	4.80274
ITSN1	22	5.14019	6	3.87097	28	4.80274
KMT2E	23	5.37383	5	3.22581	28	4.80274
LAMB4	21	4.90654	7	4.51613	28	4.80274
LCOR	24	5.60748	4	2.58065	28	4.80274
LCT	23	5.37383	5	3.22581	28	4.80274
MARF1	26	6.07477	2	1.29032	28	4.80274
MDGA2	23	5.37383	5	3.22581	28	4.80274
MYO9A	23	5.37383	5	3.22581	28	4.80274
MYOF	21	4.90654	7	4.51613	28	4.80274
NINL	22	5.14019	6	3.87097	28	4.80274
PCF11	23	5.37383	5	3.22581	28	4.80274
PDGFRA	24	5.60748	4	2.58065	28	4.80274
PIK3CG	22	5.14019	6	3.87097	28	4.80274
PRKD1	22	5.14019	6	3.87097	28	4.80274
RALGAPB	23	5.37383	5	3.22581	28	4.80274
RPL22	27	6.30841	1	0.645161	28	4.80274
SAGE1	23	5.37383	5	3.22581	28	4.80274
SAMD9	23	5.37383	5	3.22581	28	4.80274
SCN10A	23	5.37383	5	3.22581	28	4.80274
SLIT3	25	5.84112	3	1.93548	28	4.80274
SMC2	25	5.84112	3	1.93548	28	4.80274
SMCHD1	23	5.37383	5	3.22581	28	4.80274
SPECC1	24	5.60748	4	2.58065	28	4.80274
SPG11	23	5.37383	5	3.22581	28	4.80274
STAG1	25	5.84112	3	1.93548	28	4.80274
STK31	23	5.37383	5	3.22581	28	4.80274
TACC2	23	5.37383	5	3.22581	28	4.80274
TEP1	23	5.37383	5	3.22581	28	4.80274
TNRC6A	21	4.90654	7	4.51613	28	4.80274
TP53BP1	22	5.14019	6	3.87097	28	4.80274
TRANK1	22	5.14019	6	3.87097	28	4.80274
TRPM2	25	5.84112	3	1.93548	28	4.80274
USP24	24	5.60748	4	2.58065	28	4.80274
USP28	22	5.14019	6	3.87097	28	4.80274
ZNF208	21	4.90654	7	4.51613	28	4.80274
ZNF638	15	3.50467	13	8.3871	28	4.80274
ABCA8	20	4.6729	7	4.51613	27	4.63122
ABCA9	20	4.6729	7	4.51613	27	4.63122
ADCY5	25	5.84112	2	1.29032	27	4.63122
ANKRD30A	21	4.90654	6	3.87097	27	4.63122
ARHGAP20	24	5.60748	3	1.93548	27	4.63122
ARHGAP31	25	5.84112	2	1.29032	27	4.63122
ATP2B3	23	5.37383	4	2.58065	27	4.63122
ATP8B1	19	4.43925	8	5.16129	27	4.63122
ATP8B2	22	5.14019	5	3.22581	27	4.63122
BAZ1A	24	5.60748	3	1.93548	27	4.63122
CACNA2D1	23	5.37383	4	2.58065	27	4.63122
CAD	24	5.60748	3	1.93548	27	4.63122
CAMTA1	23	5.37383	4	2.58065	27	4.63122
CCDC178	20	4.6729	7	4.51613	27	4.63122
CD109	20	4.6729	7	4.51613	27	4.63122
CDC42BPA	22	5.14019	5	3.22581	27	4.63122
CDH11	25	5.84112	2	1.29032	27	4.63122
CELSR3	23	5.37383	4	2.58065	27	4.63122
CENPE	21	4.90654	6	3.87097	27	4.63122
CEP162	24	5.60748	3	1.93548	27	4.63122
CHD2	21	4.90654	6	3.87097	27	4.63122
CHRM2	23	5.37383	4	2.58065	27	4.63122
CIITA	22	5.14019	5	3.22581	27	4.63122
CNTLN	23	5.37383	4	2.58065	27	4.63122
COL19A1	23	5.37383	4	2.58065	27	4.63122
CPS1	22	5.14019	5	3.22581	27	4.63122
CRACD	22	5.14019	5	3.22581	27	4.63122
CROCC	24	5.60748	3	1.93548	27	4.63122
CTNNA1	24	5.60748	3	1.93548	27	4.63122
CTNNA3	24	5.60748	3	1.93548	27	4.63122
CTTNBP2	22	5.14019	5	3.22581	27	4.63122
CUX1	23	5.37383	4	2.58065	27	4.63122
DSPP	20	4.6729	7	4.51613	27	4.63122
EFCAB5	22	5.14019	5	3.22581	27	4.63122
EYS	22	5.14019	5	3.22581	27	4.63122
FAM47B	22	5.14019	5	3.22581	27	4.63122
FLG2	22	5.14019	5	3.22581	27	4.63122
FRMPD3	22	5.14019	5	3.22581	27	4.63122
GLI1	23	5.37383	4	2.58065	27	4.63122
GRM6	25	5.84112	2	1.29032	27	4.63122
GSE1	24	5.60748	3	1.93548	27	4.63122
HNRNPL	25	5.84112	2	1.29032	27	4.63122
INSRR	23	5.37383	4	2.58065	27	4.63122
ITIH6	22	5.14019	5	3.22581	27	4.63122
JAKMIP2	21	4.90654	6	3.87097	27	4.63122
KCNH5	20	4.6729	7	4.51613	27	4.63122
KIAA1755	21	4.90654	6	3.87097	27	4.63122
KLHL4	22	5.14019	5	3.22581	27	4.63122
LMO7	23	5.37383	4	2.58065	27	4.63122
LRRN3	20	4.6729	7	4.51613	27	4.63122
MAGI1	21	4.90654	6	3.87097	27	4.63122
MBD5	22	5.14019	5	3.22581	27	4.63122
MLH3	21	4.90654	6	3.87097	27	4.63122
MYH3	21	4.90654	6	3.87097	27	4.63122
MYH7B	21	4.90654	6	3.87097	27	4.63122
MYO18A	22	5.14019	5	3.22581	27	4.63122
NUP98	24	5.60748	3	1.93548	27	4.63122
PCDH7	26	6.07477	1	0.645161	27	4.63122
PCDHA1	24	5.60748	3	1.93548	27	4.63122
PCDHB5	20	4.6729	7	4.51613	27	4.63122
PCDHB6	20	4.6729	7	4.51613	27	4.63122
PCDHB9	24	5.60748	3	1.93548	27	4.63122
PCDHGA6	23	5.37383	4	2.58065	27	4.63122
PCNX1	23	5.37383	4	2.58065	27	4.63122
PDS5B	24	5.60748	3	1.93548	27	4.63122
PDZRN4	20	4.6729	7	4.51613	27	4.63122
PHF3	21	4.90654	6	3.87097	27	4.63122
PI4KA	17	3.97196	10	6.45161	27	4.63122
PLG	22	5.14019	5	3.22581	27	4.63122
PPL	26	6.07477	1	0.645161	27	4.63122
PPP1R3A	23	5.37383	4	2.58065	27	4.63122
PRDM2	22	5.14019	5	3.22581	27	4.63122
PRKCG	21	4.90654	6	3.87097	27	4.63122
PRPF8	24	5.60748	3	1.93548	27	4.63122
PRRC2C	21	4.90654	6	3.87097	27	4.63122
PRTG	20	4.6729	7	4.51613	27	4.63122
PTCH1	24	5.60748	3	1.93548	27	4.63122
PTPRD	21	4.90654	6	3.87097	27	4.63122
PZP	19	4.43925	8	5.16129	27	4.63122
RASGRF1	23	5.37383	4	2.58065	27	4.63122
RET	22	5.14019	5	3.22581	27	4.63122
RNF17	23	5.37383	4	2.58065	27	4.63122
SCN8A	23	5.37383	4	2.58065	27	4.63122
SEMA5B	23	5.37383	4	2.58065	27	4.63122
SNX13	22	5.14019	5	3.22581	27	4.63122
SPATA31E1	21	4.90654	6	3.87097	27	4.63122
SPTAN1	20	4.6729	7	4.51613	27	4.63122
TLE4	23	5.37383	4	2.58065	27	4.63122
TMPRSS15	21	4.90654	6	3.87097	27	4.63122
TPTE	23	5.37383	4	2.58065	27	4.63122
UBE4B	19	4.43925	8	5.16129	27	4.63122
USP35	25	5.84112	2	1.29032	27	4.63122
USP7	23	5.37383	4	2.58065	27	4.63122
VIRMA	21	4.90654	6	3.87097	27	4.63122
XIRP1	24	5.60748	3	1.93548	27	4.63122
ZNF407	22	5.14019	5	3.22581	27	4.63122
ZNF98	18	4.20561	9	5.80645	27	4.63122
ABCA3	23	5.37383	3	1.93548	26	4.45969
ABCA5	21	4.90654	5	3.22581	26	4.45969
ABCB11	21	4.90654	5	3.22581	26	4.45969
ADCY9	22	5.14019	4	2.58065	26	4.45969
AKAP11	23	5.37383	3	1.93548	26	4.45969
ALS2	23	5.37383	3	1.93548	26	4.45969
AR	22	5.14019	4	2.58065	26	4.45969
ARAP3	21	4.90654	5	3.22581	26	4.45969
ARHGEF10	22	5.14019	4	2.58065	26	4.45969
ATAD2B	20	4.6729	6	3.87097	26	4.45969
ATP2A1	21	4.90654	5	3.22581	26	4.45969
ATP2B2	20	4.6729	6	3.87097	26	4.45969
ATP6V1B1	22	5.14019	4	2.58065	26	4.45969
ATR	21	4.90654	5	3.22581	26	4.45969
BAHCC1	24	5.60748	2	1.29032	26	4.45969
BNC1	22	5.14019	4	2.58065	26	4.45969
BRINP1	21	4.90654	5	3.22581	26	4.45969
C8B	21	4.90654	5	3.22581	26	4.45969
CACNA1I	21	4.90654	5	3.22581	26	4.45969
CDK5RAP2	22	5.14019	4	2.58065	26	4.45969
CHRD	21	4.90654	5	3.22581	26	4.45969
CKAP5	23	5.37383	3	1.93548	26	4.45969
COL24A1	18	4.20561	8	5.16129	26	4.45969
COL3A1	22	5.14019	4	2.58065	26	4.45969
CRB1	17	3.97196	9	5.80645	26	4.45969
CRYBG3	22	5.14019	4	2.58065	26	4.45969
CTR9	22	5.14019	4	2.58065	26	4.45969
DIP2A	24	5.60748	2	1.29032	26	4.45969
DMBT1	22	5.14019	4	2.58065	26	4.45969
ELMO1	22	5.14019	4	2.58065	26	4.45969
EXPH5	21	4.90654	5	3.22581	26	4.45969
FAM184A	16	3.73832	10	6.45161	26	4.45969
FRMD4A	25	5.84112	1	0.645161	26	4.45969
GRIA4	20	4.6729	6	3.87097	26	4.45969
GRIK4	25	5.84112	1	0.645161	26	4.45969
GRIK5	23	5.37383	3	1.93548	26	4.45969
GRM8	20	4.6729	6	3.87097	26	4.45969
GUCY1A1	20	4.6729	6	3.87097	26	4.45969
HCN1	21	4.90654	5	3.22581	26	4.45969
HECTD1	20	4.6729	6	3.87097	26	4.45969
HLA-B	25	5.84112	1	0.645161	26	4.45969
IFT172	22	5.14019	4	2.58065	26	4.45969
ITIH2	22	5.14019	4	2.58065	26	4.45969
KCNH8	19	4.43925	7	4.51613	26	4.45969
KCNMA1	22	5.14019	4	2.58065	26	4.45969
KDM3B	22	5.14019	4	2.58065	26	4.45969
KDM6B	25	5.84112	1	0.645161	26	4.45969
KIAA2026	21	4.90654	5	3.22581	26	4.45969
KIF13A	24	5.60748	2	1.29032	26	4.45969
KIT	21	4.90654	5	3.22581	26	4.45969
LINGO2	18	4.20561	8	5.16129	26	4.45969
LTBP4	23	5.37383	3	1.93548	26	4.45969
MAP7D1	25	5.84112	1	0.645161	26	4.45969
MEGF6	20	4.6729	6	3.87097	26	4.45969
MYO10	20	4.6729	6	3.87097	26	4.45969
MYO7B	22	5.14019	4	2.58065	26	4.45969
MYPN	22	5.14019	4	2.58065	26	4.45969
N4BP2	21	4.90654	5	3.22581	26	4.45969
NCAPD3	24	5.60748	2	1.29032	26	4.45969
NID1	21	4.90654	5	3.22581	26	4.45969
NOL6	25	5.84112	1	0.645161	26	4.45969
NOS3	24	5.60748	2	1.29032	26	4.45969
NOTCH2	21	4.90654	5	3.22581	26	4.45969
NRXN3	21	4.90654	5	3.22581	26	4.45969
NUMA1	21	4.90654	5	3.22581	26	4.45969
NUP210L	23	5.37383	3	1.93548	26	4.45969
OBSL1	19	4.43925	7	4.51613	26	4.45969
OSMR	24	5.60748	2	1.29032	26	4.45969
PARP14	21	4.90654	5	3.22581	26	4.45969
PCDHB3	20	4.6729	6	3.87097	26	4.45969
PHF2	24	5.60748	2	1.29032	26	4.45969
PLEKHA6	24	5.60748	2	1.29032	26	4.45969
POSTN	22	5.14019	4	2.58065	26	4.45969
PRDM10	24	5.60748	2	1.29032	26	4.45969
PRR12	24	5.60748	2	1.29032	26	4.45969
RAD51AP2	20	4.6729	6	3.87097	26	4.45969
RADIL	21	4.90654	5	3.22581	26	4.45969
RBM15	20	4.6729	6	3.87097	26	4.45969
SBF1	25	5.84112	1	0.645161	26	4.45969
SCAF11	23	5.37383	3	1.93548	26	4.45969
SEC16A	26	6.07477	0	0	26	4.45969
SIN3A	19	4.43925	7	4.51613	26	4.45969
SLC4A7	23	5.37383	3	1.93548	26	4.45969
SORBS2	22	5.14019	4	2.58065	26	4.45969
TIAM2	21	4.90654	5	3.22581	26	4.45969
TLL1	21	4.90654	5	3.22581	26	4.45969
TNRC6C	25	5.84112	1	0.645161	26	4.45969
TRPC6	19	4.43925	7	4.51613	26	4.45969
TRPM8	20	4.6729	6	3.87097	26	4.45969
TTC3	19	4.43925	7	4.51613	26	4.45969
TUBA3C	23	5.37383	3	1.93548	26	4.45969
ULK2	23	5.37383	3	1.93548	26	4.45969
UNC13A	23	5.37383	3	1.93548	26	4.45969
UNC5C	23	5.37383	3	1.93548	26	4.45969
WDR33	17	3.97196	9	5.80645	26	4.45969
WWP1	21	4.90654	5	3.22581	26	4.45969
XRN1	20	4.6729	6	3.87097	26	4.45969
ZFPM2	14	3.27103	12	7.74194	26	4.45969
ZMYM2	21	4.90654	5	3.22581	26	4.45969
ZNFX1	21	4.90654	5	3.22581	26	4.45969
ABCB4	20	4.6729	5	3.22581	25	4.28816
ABCC8	19	4.43925	6	3.87097	25	4.28816
ABI3BP	22	5.14019	3	1.93548	25	4.28816
ADGRB2	23	5.37383	2	1.29032	25	4.28816
ADGRL1	22	5.14019	3	1.93548	25	4.28816
ARHGAP36	21	4.90654	4	2.58065	25	4.28816
ARHGEF26	22	5.14019	3	1.93548	25	4.28816
ATP12A	21	4.90654	4	2.58065	25	4.28816
BTBD11	22	5.14019	3	1.93548	25	4.28816
CABIN1	21	4.90654	4	2.58065	25	4.28816
CCDC180	21	4.90654	4	2.58065	25	4.28816
CEP192	22	5.14019	3	1.93548	25	4.28816
CFAP251	22	5.14019	3	1.93548	25	4.28816
CLCN4	19	4.43925	6	3.87097	25	4.28816
CLSTN2	20	4.6729	5	3.22581	25	4.28816
CNTRL	23	5.37383	2	1.29032	25	4.28816
COL11A2	21	4.90654	4	2.58065	25	4.28816
COL2A1	23	5.37383	2	1.29032	25	4.28816
COL4A6	24	5.60748	1	0.645161	25	4.28816
COL6A1	19	4.43925	6	3.87097	25	4.28816
CR1	21	4.90654	4	2.58065	25	4.28816
CRMP1	19	4.43925	6	3.87097	25	4.28816
DENND5A	22	5.14019	3	1.93548	25	4.28816
DICER1	21	4.90654	4	2.58065	25	4.28816
DNHD1	20	4.6729	5	3.22581	25	4.28816
DPP6	23	5.37383	2	1.29032	25	4.28816
DPYD	19	4.43925	6	3.87097	25	4.28816
FGD6	20	4.6729	5	3.22581	25	4.28816
FLT1	19	4.43925	6	3.87097	25	4.28816
FPGT-TNNI3K	21	4.90654	4	2.58065	25	4.28816
FRMPD4	19	4.43925	6	3.87097	25	4.28816
FYB1	20	4.6729	5	3.22581	25	4.28816
GLIS3	19	4.43925	6	3.87097	25	4.28816
GLUD2	21	4.90654	4	2.58065	25	4.28816
GRID1	22	5.14019	3	1.93548	25	4.28816
HCFC1	23	5.37383	2	1.29032	25	4.28816
ITGA10	19	4.43925	6	3.87097	25	4.28816
ITGAX	19	4.43925	6	3.87097	25	4.28816
JCAD	21	4.90654	4	2.58065	25	4.28816
JHY	18	4.20561	7	4.51613	25	4.28816
KCNQ2	23	5.37383	2	1.29032	25	4.28816
KDM5A	20	4.6729	5	3.22581	25	4.28816
KIF13B	21	4.90654	4	2.58065	25	4.28816
KIF26A	25	5.84112	0	0	25	4.28816
KIF2B	18	4.20561	7	4.51613	25	4.28816
KIF4B	20	4.6729	5	3.22581	25	4.28816
LAMB1	20	4.6729	5	3.22581	25	4.28816
LEPR	18	4.20561	7	4.51613	25	4.28816
LRBA	19	4.43925	6	3.87097	25	4.28816
LRRCC1	19	4.43925	6	3.87097	25	4.28816
LVRN	18	4.20561	7	4.51613	25	4.28816
MAST4	20	4.6729	5	3.22581	25	4.28816
MCC	20	4.6729	5	3.22581	25	4.28816
MYH1	21	4.90654	4	2.58065	25	4.28816
MYT1L	21	4.90654	4	2.58065	25	4.28816
NBEAL1	21	4.90654	4	2.58065	25	4.28816
NELL2	18	4.20561	7	4.51613	25	4.28816
NLRP5	20	4.6729	5	3.22581	25	4.28816
NOVA1	20	4.6729	5	3.22581	25	4.28816
NRIP1	22	5.14019	3	1.93548	25	4.28816
NUP214	21	4.90654	4	2.58065	25	4.28816
NYNRIN	22	5.14019	3	1.93548	25	4.28816
OCA2	22	5.14019	3	1.93548	25	4.28816
PAM	21	4.90654	4	2.58065	25	4.28816
PCBP1	16	3.73832	9	5.80645	25	4.28816
PCDHB12	20	4.6729	5	3.22581	25	4.28816
PCDHGA12	22	5.14019	3	1.93548	25	4.28816
