ADGRL1	25	4.29%
ARHGAP36	25	4.29%
ARHGEF26	25	4.29%
ATP12A	25	4.29%
BTBD11	25	4.29%
CABIN1	25	4.29%
CCDC180	25	4.29%
CEP192	25	4.29%
CFAP251	25	4.29%
CLCN4	25	4.29%
CLSTN2	25	4.29%
CNTRL	25	4.29%
COL11A2	25	4.29%
COL2A1	25	4.29%
COL4A6	25	4.29%
COL6A1	25	4.29%
CR1	25	4.29%
CRMP1	25	4.29%
DENND5A	25	4.29%
DICER1	25	4.29%
DNHD1	25	4.29%
DPP6	25	4.29%
DPYD	25	4.29%
FGD6	25	4.29%
FLT1	25	4.29%
FPGT-TNNI3K	25	4.29%
FRMPD4	25	4.29%
FYB1	25	4.29%
GLIS3	25	4.29%
GLUD2	25	4.29%
GRID1	25	4.29%
HCFC1	25	4.29%
ITGA10	25	4.29%
ITGAX	25	4.29%
JCAD	25	4.29%
JHY	25	4.29%
KCNQ2	25	4.29%
KDM5A	25	4.29%
KIF13B	25	4.29%
KIF26A	25	4.29%
KIF2B	25	4.29%
KIF4B	25	4.29%
LAMB1	25	4.29%
LEPR	25	4.29%
LRBA	25	4.29%
LRRCC1	25	4.29%
LVRN	25	4.29%
MAST4	25	4.29%
MCC	25	4.29%
MYH1	25	4.29%
MYT1L	25	4.29%
NBEAL1	25	4.29%
NELL2	25	4.29%
NLRP5	25	4.29%
NOVA1	25	4.29%
NRIP1	25	4.29%
NUP214	25	4.29%
NYNRIN	25	4.29%
OCA2	25	4.29%
PAM	25	4.29%
PCBP1	25	4.29%
PCDHB12	25	4.29%
PCDHGA12	25	4.29%
PCDHGA7	25	4.29%
PCNX2	25	4.29%
PDGFRB	25	4.29%
PIWIL1	25	4.29%
PLCH1	25	4.29%
PLPPR4	25	4.29%
POLRMT	25	4.29%
RAPGEF2	25	4.29%
RASGRF2	25	4.29%
RBM10	25	4.29%
ROBO3	25	4.29%
RPS6KA2	25	4.29%
SBNO1	25	4.29%
SI	25	4.29%
SLC12A5	25	4.29%
SLC8A1	25	4.29%
SLCO6A1	25	4.29%
SLITRK6	25	4.29%
SMAD3	25	4.29%
SMARCA1	25	4.29%
SORCS3	25	4.29%
SPATA31D1	25	4.29%
SYCP2L	25	4.29%
TAS1R2	25	4.29%
TEX14	25	4.29%
TMEM131L	25	4.29%
TMPO	25	4.29%
TNRC18	25	4.29%
TNS3	25	4.29%
TOGARAM1	25	4.29%
TRO	25	4.29%
TRPM1	25	4.29%
TUT4	25	4.29%
TUT7	25	4.29%
WDR7	25	4.29%
WNK1	25	4.29%
WNK2	25	4.29%
XPO4	25	4.29%
ZFP36L2	25	4.29%
ZMYND8	25	4.29%
ZNF658	25	4.29%
ABCC12	24	4.12%
ACIN1	24	4.12%
ADAM12	24	4.12%
ADAM29	24	4.12%
ADAM7	24	4.12%
ADAMTS10	24	4.12%
AFDN	24	4.12%
AHDC1	24	4.12%
ALPK3	24	4.12%
ANKRD50	24	4.12%
ANO4	24	4.12%
AP2A2	24	4.12%
APBA2	24	4.12%
