Gene	COAD_cases	COAD_percent	READ_cases	READ_percent
THAP4	5	1.16822	0	0
TIGD6	5	1.16822	1	0.645161
TIGIT	5	1.16822	2	1.29032
TIMM22	5	1.16822	1	0.645161
TIMM44	5	1.16822	1	0.645161
TIMP4	5	1.16822	0	0
TINF2	5	1.16822	0	0
TIPARP	5	1.16822	2	1.29032
TKT	5	1.16822	0	0
TKTL1	5	1.16822	1	0.645161
TLX1	5	1.16822	4	2.58065
TLX3	5	1.16822	0	0
TM2D2	5	1.16822	0	0
TM6SF2	5	1.16822	0	0
TMBIM1	5	1.16822	0	0
TMCO4	5	1.16822	2	1.29032
TMCO5A	5	1.16822	1	0.645161
TMEFF1	5	1.16822	6	3.87097
TMEM120A	5	1.16822	0	0
TMEM121	5	1.16822	0	0
TMEM140	5	1.16822	1	0.645161
TMEM156	5	1.16822	2	1.29032
TMEM161A	5	1.16822	0	0
TMEM163	5	1.16822	1	0.645161
TMEM164	5	1.16822	2	1.29032
TMEM184C	5	1.16822	2	1.29032
TMEM192	5	1.16822	1	0.645161
TMEM198	5	1.16822	1	0.645161
TMEM215	5	1.16822	0	0
TMEM217	5	1.16822	1	0.645161
TMEM62	5	1.16822	1	0.645161
TMEM74B	5	1.16822	2	1.29032
TMEM92	5	1.16822	0	0
TMPRSS11E	5	1.16822	3	1.93548
TMPRSS11F	5	1.16822	2	1.29032
TMPRSS5	5	1.16822	1	0.645161
TNFAIP8L2	5	1.16822	1	0.645161
TNFRSF10B	5	1.16822	2	1.29032
TNFRSF13B	5	1.16822	2	1.29032
TNFRSF1A	5	1.16822	2	1.29032
TNFSF14	5	1.16822	2	1.29032
TNMD	5	1.16822	1	0.645161
TNNI1	5	1.16822	0	0
TNNI3K	5	1.16822	0	0
TOLLIP	5	1.16822	0	0
TOM1L1	5	1.16822	0	0
TOR1AIP2	5	1.16822	1	0.645161
TOR1B	5	1.16822	0	0
TP53I11	5	1.16822	0	0
TP53INP1	5	1.16822	1	0.645161
TPM1	5	1.16822	0	0
TPPP2	5	1.16822	1	0.645161
TRAF3IP2	5	1.16822	5	3.22581
TRIM10	5	1.16822	2	1.29032
TRIM13	5	1.16822	2	1.29032
TRIM47	5	1.16822	0	0
TRIM48	5	1.16822	2	1.29032
TRIM63	5	1.16822	1	0.645161
TRIM75P	5	1.16822	2	1.29032
TRIP13	5	1.16822	0	0
TRIT1	5	1.16822	1	0.645161
TRMT10C	5	1.16822	2	1.29032
TRNT1	5	1.16822	3	1.93548
TSC22D2	5	1.16822	1	0.645161
TSEN2	5	1.16822	1	0.645161
TSLP	5	1.16822	0	0
TSPAN14	5	1.16822	0	0
TSPAN17	5	1.16822	0	0
TSPAN18	5	1.16822	1	0.645161
TSR1	5	1.16822	4	2.58065
TSTD2	5	1.16822	1	0.645161
TTC38	5	1.16822	1	0.645161
TTLL10	5	1.16822	0	0
TTLL13P	5	1.16822	1	0.645161
TUFT1	5	1.16822	1	0.645161
TULP3	5	1.16822	1	0.645161
TWF1	5	1.16822	2	1.29032
TXNDC16	5	1.16822	1	0.645161
TXNIP	5	1.16822	2	1.29032
TXNL1	5	1.16822	1	0.645161
TYRP1	5	1.16822	2	1.29032
U2AF2	5	1.16822	2	1.29032
UBA3	5	1.16822	1	0.645161
UBA5	5	1.16822	1	0.645161
UBAC1	5	1.16822	2	1.29032
UBE2K	5	1.16822	2	1.29032
UBE2L3	5	1.16822	0	0
UBFD1	5	1.16822	1	0.645161
UBR7	5	1.16822	3	1.93548
UBXN11	5	1.16822	2	1.29032
UBXN8	5	1.16822	0	0
UEVLD	5	1.16822	2	1.29032
UFSP1	5	1.16822	0	0
UGCG	5	1.16822	0	0
UGT1A3	5	1.16822	0	0
UGT1A8	5	1.16822	2	1.29032
UNG	5	1.16822	0	0
UPB1	5	1.16822	3	1.93548
UQCRC1	5	1.16822	2	1.29032
USP12	5	1.16822	1	0.645161
USP22	5	1.16822	0	0
USP30	5	1.16822	3	1.93548
USP37	5	1.16822	2	1.29032
USP49	5	1.16822	1	0.645161
UTP18	5	1.16822	0	0
UTS2R	5	1.16822	0	0
UTY	5	1.16822	1	0.645161
VAX2	5	1.16822	2	1.29032
VDAC2	5	1.16822	0	0
VEGFD	5	1.16822	2	1.29032
VEZF1	5	1.16822	0	0
VGF	5	1.16822	1	0.645161
VIPAS39	5	1.16822	2	1.29032
VMO1	5	1.16822	0	0
VPS26C	5	1.16822	1	0.645161
VPS28	5	1.16822	0	0
VPS39	5	1.16822	1	0.645161
VSIG8	5	1.16822	0	0
VSTM1	5	1.16822	1	0.645161
VSTM2L	5	1.16822	0	0
VTCN1	5	1.16822	1	0.645161
VTI1A	5	1.16822	0	0
WASF1	5	1.16822	4	2.58065
WDFY2	5	1.16822	3	1.93548
WDR24	5	1.16822	1	0.645161
WDR27	5	1.16822	0	0
WDR48	5	1.16822	0	0
WDR53	5	1.16822	1	0.645161
WDR61	5	1.16822	0	0
WDR92	5	1.16822	1	0.645161
WLS	5	1.16822	2	1.29032
WNT10A	5	1.16822	0	0
WTAP	5	1.16822	1	0.645161
XCR1	5	1.16822	4	2.58065
XPC	5	1.16822	2	1.29032
XRRA1	5	1.16822	3	1.93548
XYLB	5	1.16822	2	1.29032
YIPF7	5	1.16822	1	0.645161
YY2	5	1.16822	0	0
ZBTB1	5	1.16822	2	1.29032
ZBTB10	5	1.16822	0	0
ZBTB2	5	1.16822	0	0
ZBTB25	5	1.16822	0	0
ZBTB32	5	1.16822	1	0.645161
ZBTB34	5	1.16822	1	0.645161
ZBTB45	5	1.16822	1	0.645161
ZC3H10	5	1.16822	0	0
ZCCHC13	5	1.16822	0	0
ZCCHC9	5	1.16822	1	0.645161
ZDHHC1	5	1.16822	1	0.645161
ZDHHC9	5	1.16822	1	0.645161
ZFY	5	1.16822	1	0.645161
ZFYVE19	5	1.16822	0	0
ZNF165	5	1.16822	2	1.29032
ZNF182	5	1.16822	3	1.93548
ZNF2	5	1.16822	1	0.645161
ZNF215	5	1.16822	3	1.93548
ZNF222	5	1.16822	1	0.645161
ZNF268	5	1.16822	0	0
ZNF274	5	1.16822	0	0
ZNF280C	5	1.16822	5	3.22581
ZNF3	5	1.16822	3	1.93548
ZNF32	5	1.16822	0	0
ZNF410	5	1.16822	0	0
ZNF426	5	1.16822	3	1.93548
ZNF441	5	1.16822	2	1.29032
ZNF469	5	1.16822	2	1.29032
ZNF48	5	1.16822	1	0.645161
ZNF506	5	1.16822	3	1.93548
ZNF565	5	1.16822	1	0.645161
ZNF584	5	1.16822	1	0.645161
ZNF620	5	1.16822	1	0.645161
ZNF655	5	1.16822	1	0.645161
ZNF662	5	1.16822	1	0.645161
ZNF664	5	1.16822	1	0.645161
ZNF681	5	1.16822	1	0.645161
ZNF695	5	1.16822	1	0.645161
ZNF697	5	1.16822	0	0
ZNF707	5	1.16822	0	0
ZNF710	5	1.16822	2	1.29032
ZNF75A	5	1.16822	0	0
ZNF81	5	1.16822	3	1.93548
ZNF880	5	1.16822	2	1.29032
ZPBP2	5	1.16822	0	0
ZSCAN25	5	1.16822	3	1.93548
ZSWIM1	5	1.16822	0	0
ZXDC	5	1.16822	2	1.29032
A4GNT	4	0.934579	4	2.58065
AAR2	4	0.934579	0	0
AASDHPPT	4	0.934579	2	1.29032
AATF	4	0.934579	1	0.645161
ABHD13	4	0.934579	1	0.645161
ABHD4	4	0.934579	0	0
ABHD6	4	0.934579	1	0.645161
ABHD8	4	0.934579	0	0
ABI1	4	0.934579	1	0.645161
ABI2	4	0.934579	2	1.29032
ABRA	4	0.934579	2	1.29032
ABRAXAS2	4	0.934579	1	0.645161
AC004593.2	4	0.934579	2	1.29032
AC013477.1	4	0.934579	1	0.645161
AC018630.4	4	0.934579	0	0
AC068580.4	4	0.934579	1	0.645161
AC139530.2	4	0.934579	0	0
AC231657.3	4	0.934579	0	0
ACAD8	4	0.934579	1	0.645161
ACADM	4	0.934579	5	3.22581
ACBD3	4	0.934579	3	1.93548
ACCS	4	0.934579	3	1.93548
ACP3	4	0.934579	2	1.29032
ACRV1	4	0.934579	2	1.29032
ACTC1	4	0.934579	0	0
ACTR10	4	0.934579	2	1.29032
ACTR1A	4	0.934579	1	0.645161
ACTR3	4	0.934579	2	1.29032
ACTR8	4	0.934579	3	1.93548
ACTRT3	4	0.934579	1	0.645161
ADH5	4	0.934579	3	1.93548
ADM2	4	0.934579	0	0
ADORA3	4	0.934579	0	0
ADPRHL1	4	0.934579	2	1.29032
ADRA2A	4	0.934579	0	0
ADRB1	4	0.934579	2	1.29032
ADSS2	4	0.934579	2	1.29032
AGAP4	4	0.934579	1	0.645161
AGK	4	0.934579	2	1.29032
AGMAT	4	0.934579	5	3.22581
AGPS	4	0.934579	1	0.645161
AIRE	4	0.934579	0	0
AJUBA	4	0.934579	0	0
AK1	4	0.934579	1	0.645161
AKAP10	4	0.934579	2	1.29032
AKIRIN2	4	0.934579	2	1.29032
AKR1C4	4	0.934579	1	0.645161
AKR1D1	4	0.934579	2	1.29032
AKR1E2	4	0.934579	1	0.645161
AKT2	4	0.934579	1	0.645161
AL031777.2	4	0.934579	0	0
ALAD	4	0.934579	1	0.645161
ALDH7A1	4	0.934579	2	1.29032
ALG2	4	0.934579	0	0
ALKBH5	4	0.934579	1	0.645161
ALOX15	4	0.934579	1	0.645161
ALPG	4	0.934579	2	1.29032
AMFR	4	0.934579	1	0.645161
AMH	4	0.934579	0	0
AMY1C	4	0.934579	0	0
AMY2B	4	0.934579	5	3.22581
AMZ2	4	0.934579	1	0.645161
ANAPC4	4	0.934579	4	2.58065
ANKH	4	0.934579	0	0
ANKRD2	4	0.934579	0	0
ANKRD20A1	4	0.934579	1	0.645161
ANKRD34B	4	0.934579	2	1.29032
AP1S3	4	0.934579	0	0
AP3M1	4	0.934579	0	0
AP5B1	4	0.934579	1	0.645161
AP5S1	4	0.934579	0	0
APCS	4	0.934579	0	0
APEX1	4	0.934579	1	0.645161
APEX2	4	0.934579	2	1.29032
APH1B	4	0.934579	1	0.645161
APOBEC2	4	0.934579	1	0.645161
APOE	4	0.934579	0	0
APOL6	4	0.934579	1	0.645161
AQP1	4	0.934579	0	0
ARF1	4	0.934579	1	0.645161
ARF4	4	0.934579	2	1.29032
ARHGAP1	4	0.934579	1	0.645161
ARHGEF16	4	0.934579	0	0
ARHGEF33	4	0.934579	2	1.29032
ARHGEF39	4	0.934579	0	0
ARIH2	4	0.934579	2	1.29032
ARL10	4	0.934579	0	0
ARL13A	4	0.934579	2	1.29032
ARL14	4	0.934579	0	0
ARMCX3	4	0.934579	2	1.29032
ARMCX5-GPRASP2	4	0.934579	2	1.29032
ARRDC2	4	0.934579	1	0.645161
ARSH	4	0.934579	0	0
ARX	4	0.934579	1	0.645161
ASAH2B	4	0.934579	0	0
ASB4	4	0.934579	2	1.29032
ASB8	4	0.934579	0	0
ASB9	4	0.934579	1	0.645161
ATF1	4	0.934579	1	0.645161
ATG13	4	0.934579	2	1.29032
ATG14	4	0.934579	0	0
ATG4A	4	0.934579	2	1.29032
ATG4C	4	0.934579	3	1.93548
ATG7	4	0.934579	2	1.29032
ATP1B1	4	0.934579	0	0
ATP1B3	4	0.934579	1	0.645161
ATP4B	4	0.934579	0	0
ATP6V0A2	4	0.934579	4	2.58065
ATXN10	4	0.934579	3	1.93548
ATXN3	4	0.934579	1	0.645161
AUH	4	0.934579	0	0
AZIN2	4	0.934579	0	0
B3GNT3	4	0.934579	1	0.645161
B3GNT5	4	0.934579	0	0
B3GNT8	4	0.934579	0	0
B4GALT7	4	0.934579	1	0.645161
B9D2	4	0.934579	0	0
BAG2	4	0.934579	0	0
BAIAP2L2	4	0.934579	1	0.645161
BAK1	4	0.934579	0	0
BAMBI	4	0.934579	2	1.29032
BBOF1	4	0.934579	2	1.29032
BBS10	4	0.934579	3	1.93548
BCAS2	4	0.934579	1	0.645161
BCCIP	4	0.934579	0	0
BCL2L1	4	0.934579	1	0.645161
BCL2L11	4	0.934579	1	0.645161
BCL2L2	4	0.934579	1	0.645161
BCL7C	4	0.934579	0	0
BCLAF3	4	0.934579	1	0.645161
BCS1L	4	0.934579	0	0
BDKRB2	4	0.934579	3	1.93548
BDNF	4	0.934579	2	1.29032
BEND7	4	0.934579	1	0.645161
BHLHE40	4	0.934579	0	0
BLOC1S2	4	0.934579	2	1.29032
BMP6	4	0.934579	0	0
BMT2	4	0.934579	1	0.645161
BNIP2	4	0.934579	0	0
BNIPL	4	0.934579	1	0.645161
BOD1	4	0.934579	0	0
BPI	4	0.934579	3	1.93548
BPIFB3	4	0.934579	3	1.93548
BRAP	4	0.934579	1	0.645161
BRD9	4	0.934579	1	0.645161
BROX	4	0.934579	1	0.645161
BSDC1	4	0.934579	0	0
BST1	4	0.934579	0	0
BTBD1	4	0.934579	3	1.93548
BTD	4	0.934579	0	0
BTN3A2	4	0.934579	3	1.93548
BUB3	4	0.934579	0	0
C10orf88	4	0.934579	1	0.645161
C11orf1	4	0.934579	1	0.645161
C11orf24	4	0.934579	0	0
C11orf49	4	0.934579	2	1.29032
C11orf54	4	0.934579	1	0.645161
C11orf65	4	0.934579	3	1.93548
C11orf68	4	0.934579	0	0
C12orf56	4	0.934579	3	1.93548
C14orf28	4	0.934579	1	0.645161
C16orf71	4	0.934579	2	1.29032
C16orf89	4	0.934579	1	0.645161
C16orf96	4	0.934579	1	0.645161
C17orf58	4	0.934579	0	0
C17orf80	4	0.934579	2	1.29032
C18orf25	4	0.934579	1	0.645161
C19orf18	4	0.934579	3	1.93548
C19orf47	4	0.934579	0	0
C1QA	4	0.934579	1	0.645161
C1QC	4	0.934579	0	0
C1orf115	4	0.934579	0	0
C1orf56	4	0.934579	1	0.645161
C1orf74	4	0.934579	2	1.29032
C2orf15	4	0.934579	2	1.29032
C2orf66	4	0.934579	0	0
C4A	4	0.934579	1	0.645161
C4B	4	0.934579	1	0.645161
C4BPA	4	0.934579	6	3.87097
C6orf136	4	0.934579	1	0.645161
C7orf26	4	0.934579	0	0
C9orf64	4	0.934579	1	0.645161
C9orf78	4	0.934579	1	0.645161
CA4	4	0.934579	0	0
CABP7	4	0.934579	0	0
CACNG4	4	0.934579	1	0.645161
CALCOCO1	4	0.934579	1	0.645161
CALCOCO2	4	0.934579	1	0.645161
CALHM6	4	0.934579	1	0.645161
CALU	4	0.934579	1	0.645161
CAMKK1	4	0.934579	2	1.29032
CAMKMT	4	0.934579	0	0
CANX	4	0.934579	0	0
CAPG	4	0.934579	0	0
CAPN11	4	0.934579	1	0.645161
CAPZA1	4	0.934579	1	0.645161
CARD8	4	0.934579	1	0.645161
CATIP	4	0.934579	2	1.29032
CAV2	4	0.934579	0	0
CBLN1	4	0.934579	1	0.645161
CCDC103	4	0.934579	1	0.645161
CCDC106	4	0.934579	2	1.29032
CCDC113	4	0.934579	1	0.645161
CCDC114	4	0.934579	1	0.645161
CCDC117	4	0.934579	3	1.93548
CCDC142	4	0.934579	0	0
CCDC183	4	0.934579	2	1.29032
CCDC190	4	0.934579	1	0.645161
CCDC197	4	0.934579	1	0.645161
CCDC3	4	0.934579	3	1.93548
CCDC51	4	0.934579	1	0.645161
CCDC65	4	0.934579	2	1.29032
CCDC90B	4	0.934579	1	0.645161
CCDC97	4	0.934579	1	0.645161
CCNA2	4	0.934579	1	0.645161
CCNB2	4	0.934579	0	0
CCNDBP1	4	0.934579	2	1.29032
CCNYL1	4	0.934579	0	0
CCR10	4	0.934579	1	0.645161
CCR4	4	0.934579	2	1.29032
CCR8	4	0.934579	0	0
CCRL2	4	0.934579	1	0.645161
CCSAP	4	0.934579	0	0
CCZ1B	4	0.934579	1	0.645161
CD177	4	0.934579	2	1.29032
CD1D	4	0.934579	2	1.29032
CD200	4	0.934579	2	1.29032
CD27	4	0.934579	0	0
CD320	4	0.934579	0	0
CD33	4	0.934579	2	1.29032
CD38	4	0.934579	1	0.645161
CD44	4	0.934579	2	1.29032
CD46	4	0.934579	1	0.645161
CD47	4	0.934579	1	0.645161
CD48	4	0.934579	1	0.645161
CD55	4	0.934579	0	0
CD7	4	0.934579	0	0
CD79A	4	0.934579	0	0
CD79B	4	0.934579	0	0
CD8B	4	0.934579	0	0
CD9	4	0.934579	0	0
CDCA8	4	0.934579	0	0
CDH15	4	0.934579	2	1.29032
CDK5RAP3	4	0.934579	1	0.645161
CDO1	4	0.934579	1	0.645161
CELA2B	4	0.934579	0	0
CELA3B	4	0.934579	0	0
CELF1	4	0.934579	1	0.645161
CELF6	4	0.934579	0	0
CENPBD1	4	0.934579	1	0.645161
CENPQ	4	0.934579	1	0.645161
CENPV	4	0.934579	0	0
CEP43	4	0.934579	1	0.645161
CEP57L1	4	0.934579	1	0.645161
CEP85	4	0.934579	1	0.645161
CES2	4	0.934579	0	0
CETN1	4	0.934579	4	2.58065
CFAP20	4	0.934579	0	0
CFAP92	4	0.934579	0	0
CFL1	4	0.934579	0	0
CFP	4	0.934579	1	0.645161
CGA	4	0.934579	1	0.645161
CHAC1	4	0.934579	1	0.645161
CHAF1B	4	0.934579	1	0.645161
CHIC2	4	0.934579	0	0
CHKA	4	0.934579	3	1.93548
CHKB	4	0.934579	0	0
CHMP6	4	0.934579	0	0
CHRFAM7A	4	0.934579	0	0
CIDEC	4	0.934579	0	0
CLDN12	4	0.934579	1	0.645161
CLEC18C	4	0.934579	0	0
CLEC1A	4	0.934579	3	1.93548
CLEC4A	4	0.934579	1	0.645161
CLEC4E	4	0.934579	3	1.93548
CLECL1	4	0.934579	0	0
CLHC1	4	0.934579	2	1.29032
CLPTM1L	4	0.934579	0	0
CMA1	4	0.934579	0	0
CMC1	4	0.934579	0	0
CMSS1	4	0.934579	1	0.645161
CMTM1	4	0.934579	0	0
CNMD	4	0.934579	3	1.93548
CNRIP1	4	0.934579	0	0
CNTF	4	0.934579	1	0.645161
COA8	4	0.934579	1	0.645161
COASY	4	0.934579	1	0.645161
COL10A1	4	0.934579	0	0
COPE	4	0.934579	0	0
COPS4	4	0.934579	1	0.645161
COQ4	4	0.934579	0	0
COQ7	4	0.934579	1	0.645161
CORO2A	4	0.934579	0	0
COTL1	4	0.934579	0	0
COX18	4	0.934579	4	2.58065
COX6A2	4	0.934579	0	0
CPA3	4	0.934579	1	0.645161
CPA6	4	0.934579	2	1.29032
CPLX4	4	0.934579	1	0.645161
CPN2	4	0.934579	0	0
CPNE1	4	0.934579	0	0
CREB3L2	4	0.934579	1	0.645161
CREB3L3	4	0.934579	3	1.93548
CREBZF	4	0.934579	1	0.645161
CROCC2	4	0.934579	1	0.645161
CRX	4	0.934579	4	2.58065
CRYGB	4	0.934579	1	0.645161
CRYGC	4	0.934579	0	0
CSF1	4	0.934579	1	0.645161
CSF3	4	0.934579	1	0.645161
CSN1S1	4	0.934579	0	0
CSN3	4	0.934579	0	0
CSNK1G1	4	0.934579	2	1.29032
CST11	4	0.934579	1	0.645161
CST4	4	0.934579	0	0
CTAGE6	4	0.934579	4	2.58065
CTBP2	4	0.934579	0	0
CTDNEP1	4	0.934579	1	0.645161
CTDSP1	4	0.934579	0	0
CTHRC1	4	0.934579	1	0.645161
CTLA4	4	0.934579	1	0.645161
CTNNAL1	4	0.934579	3	1.93548
CTRL	4	0.934579	1	0.645161
CTSO	4	0.934579	2	1.29032
CUEDC2	4	0.934579	1	0.645161
CWC25	4	0.934579	0	0
CX3CL1	4	0.934579	1	0.645161
CXCL9	4	0.934579	1	0.645161
CXCR3	4	0.934579	1	0.645161
CXorf65	4	0.934579	0	0
CYB5R3	4	0.934579	1	0.645161
CYGB	4	0.934579	1	0.645161
CYP27A1	4	0.934579	0	0
CYP2U1	4	0.934579	2	1.29032
CYRIB	4	0.934579	2	1.29032
CYTH1	4	0.934579	2	1.29032
CYTH2	4	0.934579	0	0
CZIB	4	0.934579	1	0.645161
DALRD3	4	0.934579	0	0
DAOA	4	0.934579	0	0
DAP3	4	0.934579	1	0.645161
DBNL	4	0.934579	0	0
DCAF8	4	0.934579	2	1.29032
DCTN4	4	0.934579	0	0
DCUN1D1	4	0.934579	2	1.29032
DDAH1	4	0.934579	0	0
DDHD1	4	0.934579	3	1.93548
DDIT3	4	0.934579	0	0
DDX28	4	0.934579	3	1.93548
DDX39A	4	0.934579	0	0
DDX5	4	0.934579	1	0.645161
DDX53	4	0.934579	1	0.645161
DEDD	4	0.934579	1	0.645161
DEF8	4	0.934579	1	0.645161
DEGS2	4	0.934579	0	0
DENND6B	4	0.934579	0	0
DEPDC1B	4	0.934579	1	0.645161
DFFA	4	0.934579	2	1.29032
DFFB	4	0.934579	0	0
DGLUCY	4	0.934579	1	0.645161
DHCR7	4	0.934579	1	0.645161
DHFR2	4	0.934579	2	1.29032
DHRS1	4	0.934579	0	0
DHRS7	4	0.934579	0	0
DKK3	4	0.934579	2	1.29032
DLK2	4	0.934579	1	0.645161
DLL4	4	0.934579	2	1.29032
DLST	4	0.934579	1	0.645161
DMKN	4	0.934579	3	1.93548
DMRTA1	4	0.934579	2	1.29032
DNAJB11	4	0.934579	0	0
DNAJB4	4	0.934579	0	0
DNAJC18	4	0.934579	1	0.645161
DNAJC27	4	0.934579	0	0
DNAJC5G	4	0.934579	1	0.645161
DNASE2	4	0.934579	0	0
DNASE2B	4	0.934579	1	0.645161
DNTTIP1	4	0.934579	0	0
DOK2	4	0.934579	0	0
DONSON	4	0.934579	2	1.29032
DPEP3	4	0.934579	1	0.645161
DPY30	4	0.934579	0	0
DQX1	4	0.934579	2	1.29032
DRAXIN	4	0.934579	1	0.645161
DRD3	4	0.934579	2	1.29032
DRG1	4	0.934579	1	0.645161
DRG2	4	0.934579	0	0
DRICH1	4	0.934579	0	0
DTNBP1	4	0.934579	0	0
DTX3	4	0.934579	1	0.645161
DUS1L	4	0.934579	1	0.645161
DUSP10	4	0.934579	1	0.645161
DUSP12	4	0.934579	1	0.645161
DUSP3	4	0.934579	1	0.645161
DUSP5	4	0.934579	1	0.645161
DUSP8	4	0.934579	1	0.645161
DYDC2	4	0.934579	1	0.645161
DYNAP	4	0.934579	0	0
DYRK2	4	0.934579	1	0.645161
E2F2	4	0.934579	0	0
EBNA1BP2	4	0.934579	2	1.29032
EDN1	4	0.934579	0	0
EED	4	0.934579	0	0
EEF2KMT	4	0.934579	0	0
EGLN1	4	0.934579	2	1.29032
EGLN3	4	0.934579	0	0
EIF2AK2	4	0.934579	0	0
EIF2B4	4	0.934579	0	0
EIF2D	4	0.934579	1	0.645161
EIF3F	4	0.934579	1	0.645161
EIF3H	4	0.934579	1	0.645161
EIF3I	4	0.934579	0	0
EIF3M	4	0.934579	0	0
EIF5	4	0.934579	1	0.645161
ELAC1	4	0.934579	2	1.29032
ELOVL3	4	0.934579	1	0.645161
ELOVL5	4	0.934579	0	0
ELP3	4	0.934579	1	0.645161
ELP5	4	0.934579	2	1.29032
ELP6	4	0.934579	1	0.645161
EMC2	4	0.934579	2	1.29032
EMC3	4	0.934579	0	0
EMILIN3	4	0.934579	2	1.29032
EMX2	4	0.934579	2	1.29032
ENDOG	4	0.934579	0	0
EPPIN	4	0.934579	1	0.645161
ERAL1	4	0.934579	0	0
ERCC1	4	0.934579	0	0
ERG28	4	0.934579	0	0
ERVW-1	4	0.934579	2	1.29032
ESD	4	0.934579	1	0.645161
ETF1	4	0.934579	2	1.29032
ETFB	4	0.934579	0	0
ETFDH	4	0.934579	1	0.645161
ETV3	4	0.934579	1	0.645161
EVA1A	4	0.934579	2	1.29032
EVI2B	4	0.934579	1	0.645161
EXOSC3	4	0.934579	0	0
EYA3	4	0.934579	1	0.645161
F12	4	0.934579	1	0.645161
FABP6	4	0.934579	0	0
FAH	4	0.934579	2	1.29032
FAM110D	4	0.934579	0	0
FAM117A	4	0.934579	1	0.645161
FAM122C	4	0.934579	1	0.645161
FAM124B	4	0.934579	0	0
FAM126B	4	0.934579	3	1.93548
FAM131C	4	0.934579	1	0.645161
FAM151B	4	0.934579	1	0.645161
FAM162B	4	0.934579	1	0.645161
FAM167A	4	0.934579	2	1.29032
FAM167B	4	0.934579	0	0
FAM174A	4	0.934579	1	0.645161
FAM178B	4	0.934579	0	0
FAM209A	4	0.934579	0	0
FAM216A	4	0.934579	1	0.645161
FAM53C	4	0.934579	1	0.645161
FAM71E1	4	0.934579	1	0.645161
FAM71F1	4	0.934579	0	0
FAM81A	4	0.934579	2	1.29032
FAM83A	4	0.934579	1	0.645161
FAM83F	4	0.934579	0	0
FAM8A1	4	0.934579	0	0
FANK1	4	0.934579	1	0.645161
FASLG	4	0.934579	1	0.645161
FATE1	4	0.934579	1	0.645161
FBLN5	4	0.934579	2	1.29032
FBXL16	4	0.934579	1	0.645161
FBXL6	4	0.934579	1	0.645161
FBXO27	4	0.934579	0	0
FBXO44	4	0.934579	0	0
FBXO6	4	0.934579	1	0.645161
FCGR1A	4	0.934579	1	0.645161
FCGR3A	4	0.934579	2	1.29032
FCRLA	4	0.934579	3	1.93548
FCRLB	4	0.934579	1	0.645161
FECH	4	0.934579	1	0.645161
FEZ2	4	0.934579	2	1.29032
FFAR2	4	0.934579	2	1.29032
FGF1	4	0.934579	0	0
FGF17	4	0.934579	1	0.645161
FGF2	4	0.934579	0	0
FGF9	4	0.934579	1	0.645161
FGFBP1	4	0.934579	0	0
FIBIN	4	0.934579	0	0
FIGNL2	4	0.934579	0	0
FKBP5	4	0.934579	2	1.29032
FKRP	4	0.934579	0	0
FLOT2	4	0.934579	0	0
FN3K	4	0.934579	2	1.29032
FNDC11	4	0.934579	0	0
FOS	4	0.934579	2	1.29032
FOXD4	4	0.934579	0	0
FOXD4L6	4	0.934579	1	0.645161
FOXJ2	4	0.934579	2	1.29032
FOXJ3	4	0.934579	3	1.93548
FOXK2	4	0.934579	1	0.645161
FOXP3	4	0.934579	2	1.29032
FOXR2	4	0.934579	1	0.645161
FPGS	4	0.934579	0	0
FRG2B	4	0.934579	1	0.645161
FRMD5	4	0.934579	1	0.645161
FRZB	4	0.934579	2	1.29032
FTHL17	4	0.934579	2	1.29032
FUCA1	4	0.934579	1	0.645161
FUZ	4	0.934579	1	0.645161
FZD4	4	0.934579	2	1.29032
FZD5	4	0.934579	0	0
G6PC	4	0.934579	0	0
GABPB1	4	0.934579	2	1.29032
GABPB2	4	0.934579	2	1.29032
GADD45GIP1	4	0.934579	0	0
GAL3ST1	4	0.934579	1	0.645161
GALNT1	4	0.934579	1	0.645161
GALNT16	4	0.934579	4	2.58065
GALR2	4	0.934579	0	0
GARS1	4	0.934579	0	0
GAS2	4	0.934579	1	0.645161
GATA4	4	0.934579	1	0.645161
GATA6	4	0.934579	0	0
GBX2	4	0.934579	0	0
GC	4	0.934579	1	0.645161
GCG	4	0.934579	1	0.645161
GCNT3	4	0.934579	2	1.29032
GCOM1	4	0.934579	3	1.93548
GDA	4	0.934579	0	0
GDF7	4	0.934579	0	0
GDPD1	4	0.934579	0	0
GDPGP1	4	0.934579	0	0
GET1-SH3BGR	4	0.934579	1	0.645161
GFOD1	4	0.934579	1	0.645161
GFRA4	4	0.934579	0	0
GGH	4	0.934579	0	0
GGPS1	4	0.934579	2	1.29032
GGT1	4	0.934579	0	0
GH2	4	0.934579	1	0.645161
GHDC	4	0.934579	2	1.29032
GIMAP5	4	0.934579	1	0.645161
GIMAP6	4	0.934579	1	0.645161
GINS3	4	0.934579	1	0.645161
GKN1	4	0.934579	0	0
GLCCI1	4	0.934579	3	1.93548
GLDN	4	0.934579	1	0.645161
GLIS2	4	0.934579	1	0.645161
GLS	4	0.934579	0	0
GLT1D1	4	0.934579	1	0.645161
GLUL	4	0.934579	2	1.29032
GLYATL1	4	0.934579	1	0.645161
GMCL1	4	0.934579	2	1.29032
GMPR2	4	0.934579	2	1.29032
GNA15	4	0.934579	2	1.29032
GNAI1	4	0.934579	2	1.29032
GNAI3	4	0.934579	1	0.645161
